id,choice_text,question_id,set_id,question_type
1938,Silicon,5,6,C
1939,Boron,5,6,C
1940,Concentration,6,6,C
1941,Physical_chemistry,6,6,C
1942,Solution,6,6,C
1943,Mixture,6,6,C
1944,Amount_of_substance,6,6,C
1945,Mole_(unit),6,6,C
1946,Volume,6,6,C
1947,Solution,6,6,C
1948,Solvent,6,6,C
1949,Litre,6,6,C
1950,Reciprocal,6,6,C
1951,Dilution,6,6,C
1952,Atom,7,6,C
1953,Avogadro's_number,7,6,C
1954,Mass_number,7,6,C
1955,Chemical_element,7,6,C
1956,Molecule,7,6,C
1957,Sodium_hydroxide,7,6,C
1958,Chemical_substance,8,6,C
1959,Atom,8,6,C
1960,Form,8,6,C
1961,Valency,8,6,C
1962,Plasma_(physics),8,6,C
1963,Ionization,8,6,C
1964,Molecular_formula,8,6,C
1965,Glucose,8,6,C
1966,Atoms,8,6,C
1967,Electron,8,6,C
1968,Covalent_bond,8,6,C
1969,Ionic_bond,8,6,C
1970,Physics,9,6,C
1971,Chemistry,9,6,C
1972,Subatomic_particle,9,6,C
1973,Electron,9,6,C
1974,Antiparticles,9,6,C
1975,Fundamental_force,9,6,C
1976,Strong_force,9,6,C
1977,Chemical_species,10,6,C
1978,Electrophile,10,6,C
1979,Chemical_bond,10,6,C
1980,Chemical_reaction,10,6,C
1981,Molecule,10,6,C
1982,Ion,10,6,C
1983,Electron,10,6,C
1984,Lone_pair,10,6,C
1985,Ammonia,10,6,C
1986,Azide,10,6,C
1987,Amine,10,6,C
1988,Nitrite,10,6,C
1989,Gas,11,6,C
1990,Periodic_table,11,6,C
1991,Molecule,11,6,C
1992,Atom,11,6,C
1993,Chemical_element,11,6,C
1994,Air,11,6,C
1995,Noble_gas_compound,11,6,C
1996,Cold_cathode,11,6,C
1997,Radon,11,6,C
1998,Radioactive,11,6,C
1999,Atom,12,6,C
2000,Valence_electron,12,6,C
2001,Electron_shell,12,6,C
2002,Electron_shell,12,6,C
2003,Alkene,12,6,C
2004,Organic_chemistry,12,6,C
2005,Saturation_(chemistry),12,6,C
2006,Chemical_compound,12,6,C
2007,Carbon,12,6,C
2008,Carbon,12,6,C
2009,Double_bond,12,6,C
2010,Functional_group,12,6,C
2011,Hydrocarbon,12,6,C
2012,Aromaticity,12,6,C
2013,Alkane,12,6,C
2014,Acid,12,6,C
2015,Ethene,12,6,C
2016,Propene,12,6,C
2017,Butene,12,6,C
2018,Chemical_reaction,13,6,C
2019,Concentration,13,6,C
2020,Reaction_mechanism,13,6,C
2021,Transition_state,13,6,C
2022,Temperature,13,6,C
2023,Pressure,13,6,C
2024,Organic_compound,13,6,C
2025,Chemical_compound,13,6,C
2026,Covalent_bond,13,6,C
2027,Chemical_compounds,14,6,C
2028,Nucleophilic_substitution,14,6,C
2029,Carbocation,14,6,C
2030,Stereochemistry,14,6,C
2031,Isomer,14,6,C
2032,Chirality_(chemistry),14,6,C
2033,Superimposition,14,6,C
2034,Solar_energy,14,6,C
2035,Matter,14,6,C
2036,Solvent,15,6,C
2037,Molecule,15,6,C
2038,Cell_membrane,15,6,C
2039,Solute,15,6,C
2040,Biochemistry,15,6,C
2041,Cell,15,6,C
2042,Macromolecule,15,6,C
2043,Melting_point,15,6,C
2044,Chemical_reaction,1,7,C
2045,Oxidation_number,1,7,C
2046,Oxidation_state,1,7,C
2047,Oxidizing_agent,1,7,C
2048,Acid,2,7,C
2049,Alkali,2,7,C
2050,Mole_(unit),2,7,C
2051,Molarity,2,7,C
2052,Universal_indicator,2,7,C
2053,Litmus_paper,2,7,C
2054,States_of_matter,3,7,C
2055,Gas,3,7,C
2056,Sublimation,3,7,C
2057,Condensation,3,7,C
2058,Deposition_(phase_transition),3,7,C
2059,Evaporation,3,7,C
2060,Temperature,3,7,C
2061,Pressure,3,7,C
2062,Covalent_bond,4,7,C
2063,Chemical_bond,4,7,C
2064,Bond_length,4,7,C
2065,Picometer,4,7,C
2066,Alkyne,4,7,C
2067,Alkene,4,7,C
2068,Atomic_number,5,7,C
2069,Protons,5,7,C
2070,Atom,5,7,C
2071,Lanthanide,5,7,C
2072,Actinides,5,7,C
2073,Hydrogen,5,7,C
2074,Atomic_weight,5,7,C
2075,Chemical_bond,6,7,C
2076,Atom,6,7,C
2077,Molecule,6,7,C
2078,Electronegativity,6,7,C
2079,Covalent_bond,6,7,C
2080,Energy,7,7,C
2081,Kinetic_energy,7,7,C
2082,Gravity,7,7,C
2083,Mass,7,7,C
2084,Elastic_potential_energy,7,7,C
2085,Electric_charge,7,7,C
2086,Electric_field,7,7,C
2087,Acceleration_due_to_gravity,7,7,C
2088,Force_(physics),8,7,C
2089,Area,8,7,C
2090,Atmospheric_pressure,8,7,C
2091,Density,8,7,C
2092,Ideal_gas_law,8,7,C
2093,Light,9,7,C
2094,Space_(physics),9,7,C
2095,Polarization,9,7,C
2096,Electron,9,7,C
2097,Energy,9,7,C
2098,Heat,9,7,C
2099,Kinetic_energy,9,7,C
2100,Ion,10,7,C
2101,Oxidation,10,7,C
2102,Acid,10,7,C
2103,Deprotonation,10,7,C
2104,Chemical_composition,10,7,C
2105,Phase_(matter),10,7,C
2106,Temperature,10,7,C
2107,Pressure,10,7,C
2108,Heat,11,7,C
2109,Organic_chemistry,11,7,C
2110,Quantum_mechanics,11,7,C
2111,Proton,11,7,C
2112,Neutron,11,7,C
2113,Angular_momentum,11,7,C
2114,Atomic_orbital,11,7,C
2115,Energy,12,7,C
2116,Waves,12,7,C
2117,Gamma_rays,12,7,C
2118,Uranium,13,7,C
2119,Thorium,13,7,C
2120,Plutonium,13,7,C
2121,Radium,13,7,C
2122,Beta_particle,13,7,C
2123,Nuclear_reactor,13,7,C
2124,Positron,13,7,C
2125,Particle_accelerator,13,7,C
2126,Gamma_ray,13,7,C
2127,Angular_momentum,13,7,C
2128,Gamma_ray_burst,13,7,C
2129,Pressure,14,7,C
2130,Solution,14,7,C
2131,Volatile,14,7,C
2132,Solvent,14,7,C
2133,Pressure,14,7,C
2134,Equation,15,7,C
2135,Chemical_reaction,15,7,C
2136,Concentration,15,7,C
2137,Reaction_mechanism,15,7,C
2138,Transition_state,15,7,C
2139,Temperature,15,7,C
2140,Pressure,15,7,C
2141,Differential_equation,15,7,C
2142,Reproduction,1,1,M
2143,Chemical_process,1,1,M
2144,Hydrolysis,1,1,M
2145,C4_carbon_fixation,1,1,M
2146,Crassulacean_acid_metabolism,1,1,M
2147,Carbon_dioxide,1,1,M
2148,Photorespiration,1,1,M
2149,Photosynthesis,1,1,M
2150,Sulfur,1,1,M
2151,Fungi,1,1,M
2152,Plant,2,1,M
2153,Spore,2,1,M
2154,Cytokinesis,2,1,M
2155,Fertilisation,2,1,M
2156,Galls,2,1,M
2157,Chlorophyll,2,1,M
2158,Amino_acids,2,1,M
2159,Nucleic_acids,2,1,M
2160,Proteins,2,1,M
2161,Enzymes,2,1,M
2162,Spectroscopy,3,1,M
2163,Electromagnetic_radiation,3,1,M
2164,Frequency,3,1,M
2165,Wavelength,3,1,M
2166,Electromagnetic_spectrum,3,1,M
2167,Chemical_analysis,3,1,M
2168,Infrared_spectroscopy,3,1,M
2169,Ultraviolet-visible_spectroscopy,3,1,M
2170,Atom,3,1,M
2171,Molecule,3,1,M
2172,Photodetector,3,1,M
2173,Cell_membrane,4,1,M
2174,Membrane_protein,4,1,M
2175,Protein,4,1,M
2176,Heat_shock_protein,4,1,M
2177,Phalaenopsis,4,1,M
2178,Phenylpropanoid_biosynthesis,4,1,M
2179,Photosynthesis,4,1,M
2180,Red_blood_cells,4,1,M
2181,Oxygen,4,1,M
2182,Blood,4,1,M
2183,Biochemical_reaction,5,1,M
2184,Metabolism,5,1,M
2185,Acetyl,5,1,M
2186,Citric_acid_cycle,5,1,M
2187,Oxidation,5,1,M
2188,Cysteamine,5,1,M
2189,Pantothenic_acid,2,1,M
2190,Sulfhydryl,6,1,M
2191,Thioester,6,1,M
2192,Hydrolysis,6,1,M
2193,Coelom,6,1,M
2194,Body_cavity,6,1,M
2195,Digestive_tract,6,1,M
2196,Mesothelium,6,1,M
2197,Molluscs,6,1,M
2198,Gastrulation,6,1,M
2199,Embryo,6,1,M
2200,Archenteron,6,1,M
2201,Protostomes,6,1,M
2202,Chemical_reaction,7,1,M
2203,Nuclear_reaction,7,1,M
2204,Joules,7,1,M
2205,Joule_per_mole,7,1,M
2206,Kilocalorie_per_mole,7,1,M
2207,Potential_barrier,7,1,M
2208,Minima,7,1,M
2209,Potential_energy,7,1,M
2210,Thermodynamic_state,7,1,M
2211,Diffusing_capacity,7,1,M
2212,Enzyme,8,1,M
2213,Enzyme_substrate,8,1,M
2214,Chemical_reaction,8,1,M
2215,Amino_acid,8,1,M
2216,Binding_site,8,1,M
2217,Enzyme_catalysis,8,1,M
2218,Chemical_reaction,8,1,M
2219,Tertiary_structure,8,1,M
2220,Mesenchymal_stem_cell,9,1,M
2221,Triglycerides,9,1,M
2222,Liver,9,1,M
2223,Skeletal_muscle,9,1,M
2224,Heart,9,1,M
2225,Pancreas,9,1,M
2226,Abdominal_cavity,9,1,M
2227,Free_fatty_acid,9,1,M
2228,Lipoprotein,9,1,M
2229,Triglyceride,9,1,M
2230,Lipid,9,1,M
2231,Population,10,1,M
2232,Species,10,1,M
2233,Continental_drift,10,1,M
2234,Agriculture,10,1,M
2235,Genetics,10,1,M
2236,Natural_selection,10,1,M
2237,Mutation,10,1,M
2238,Gene_pool,10,1,M
2239,Biological_dispersal,10,1,M
2240,Emigration,10,1,M
2241,Peripatric_speciation,10,1,M
2242,Amine,11,1,M
2243,Carboxylic_acid,11,1,M
2244,Functional_group,11,1,M
2245,Substituent,11,1,M
2246,Chemical_element,11,1,M
2247,Carbon,11,1,M
2248,Hydrogen,11,1,M
2249,Oxygen,11,1,M
2250,Nitrogen,11,1,M
2251,Genetic_code,11,1,M
2252,Protista,11,1,M
2253,Antimicrobial,12,1,M
2254,Bacteria,12,1,M
2255,Antibacterial_agent,12,1,M
2256,Pathogenic_bacteria,12,1,M
2257,Medication,12,1,M
2258,Therapy,12,1,M
2259,Antibiotic_prophylaxis,12,1,M
2260,Bactericide,12,1,M
2261,Bacteriostatic_agent,12,1,M
2262,Antiprotozoal,12,1,M
2263,Embryo,13,1,M
2264,Phagocytic_cells,13,1,M
2265,Intrinsic_apoptosis,13,1,M
2266,Cellular_stress_response,13,1,M
2267,Caspase,13,1,M
2268,Protease,13,1,M
2269,Atrophy,13,1,M
2270,Cancer,13,1,M
2271,Prokaryotes,14,1,M
2272,Bacteria,14,1,M
2273,Three-domain_system,14,1,M
2274,Bacteria,14,1,M
2275,Eukaryote,14,1,M
2276,Phylum,14,1,M
2277,Nucleic_acid,14,1,M
2278,Gene,14,1,M
2279,Plant_breeding,15,1,M
2280,Cultigen,15,1,M
2281,Cultivar,15,1,M
2282,Crossbreed,15,1,M
2283,Inbreeding,15,1,M
2284,Linebreeding,15,1,M
2285,Outcrossing,15,1,M
2286,Plant_breeding,15,1,M
2287,Reproduction,1,2,M
2288,Gamete,1,2,M
2289,Chromosomes,1,2,M
2290,Multicellular_organism,1,2,M
2291,Single-celled_organism,1,2,M
2292,Eubacteria,2,2,M
2293,Plant,2,2,M
2294,Fungus,2,2,M
2295,Prokaryote,2,2,M
2296,Ecosystem,2,2,M
2297,B_cell,2,2,M
2298,White_blood_cell,2,2,M
2299,Lymphocyte,2,2,M
2300,Humoral_immunity,2,2,M
2301,Adaptive_immune_system,2,2,M
2302,Secretion,2,2,M
2303,Cytokine,3,2,M
2304,Mammal,3,2,M
2305,Cellular_differentiation,3,2,M
2306,Bone_marrow,3,2,M
2307,Murray_Barr,4,2,M
2308,X_chromosome,4,2,M
2309,Somatic_cell,4,2,M
2310,Lyonization,4,2,M
2311,Embryogenesis,4,2,M
2312,Embryo,4,2,M
2313,Mammal,4,2,M
2314,Marsupial,4,2,M
2315,Interphase,4,2,M
2316,Species,5,2,M
2317,Genus,5,2,M
2318,Homo_sapiens,5,2,M
2319,Carl_Linnaeus,5,2,M
2320,Species_Plantarum,5,2,M
2321,Catalysis,6,2,M
2322,Enzyme,6,2,M
2323,Enantiomeric_excess,6,2,M
2324,Yeast,6,2,M
2325,Organic_reduction,6,2,M
2326,Ketone,6,2,M
2327,Candida_(fungus),6,2,M
2328,Michael_addition,6,2,M
2329,Acrolein,6,2,M
2330,Acetylacetone,6,2,M
2331,Bioinformatics,7,2,M
2332,Thermodynamics,7,2,M
2333,Medical_imaging,7,2,M
2334,Rapid_diagnostic_test,7,2,M
2335,Prosthesis,7,2,M
2336,Biopharmaceutical,7,2,M
2337,Tissue_engineering,7,2,M
2338,Energy,8,2,M
2339,Cellular_respiration,8,2,M
2340,Metabolism,8,2,M
2341,Enzyme,8,2,M
2342,Adenosine_triphosphate,8,2,M
2343,Metabolic_network,8,2,M
2344,Molecules,8,2,M
2345,Organism,8,2,M
2346,Genomics,9,2,M
2347,Gene,9,2,M
2348,Nucleotide,9,2,M
2349,Single-nucleotide_polymorphism,9,2,M
2350,Nucleic_acid,9,2,M
2351,Protein,9,2,M
2352,Proteomics,9,2,M
2353,Flora,10,2,M
2354,Fauna,10,2,M
2355,Climate,10,2,M
2356,Habitat,10,2,M
2357,Human_microbiome,10,2,M
2358,Molecular,10,2,M
2359,Engineering,11,2,M
2360,Medicine,11,2,M
2361,Medical_diagnosis,11,2,M
2362,Medical_monitor,11,2,M
2363,Therapy,11,2,M
2364,Clinical_engineering,11,2,M
2365,Interdisciplinarity,11,2,M
2366,Research_and_development,11,2,M
2367,Biocompatible,11,2,M
2368,Prosthesis,11,2,M
2369,Photosynthesis,12,2,M
2370,Glucose,12,2,M
2371,Chloroplast,12,2,M
2372,Thylakoid_membranes,12,2,M
2373,Adenosine_triphosphate,12,2,M
2374,Malic_acid,12,2,M
2375,Chloroplast,12,2,M
2376,Photosynthesis,12,2,M
2377,Carotenoid,12,2,M
2378,Xanthophyll,12,2,M
2379,Tetraterpene,13,2,M
2380,Isoprene,13,2,M
2381,Polyphenol,13,2,M
2382,Photoprotection,13,2,M
2383,Non-photochemical_quenching,13,2,M
2384,Beta-carotene,13,2,M
2385,Alpha-carotene,13,2,M
2386,Prokaryote,14,2,M
2387,Eukaryote,14,2,M
2388,Metabolism,14,2,M
2389,Signaling_pathway,14,2,M
2390,Biological_life_cycle,14,2,M
2391,Cell_culture,14,2,M
2392,Cell_fractionation,14,2,M
2393,Bacteria,14,2,M
2394,Archaea,14,2,M
2395,Cell_division,14,2,M
2396,Eukaryote,15,2,M
2397,Mitosis,15,2,M
2398,Chromosome,15,2,M
2399,Gamete,15,2,M
2400,Meiosis,15,2,M
2401,Homologous_chromosome,15,2,M
2402,Prokaryote,15,2,M
2403,DNA_replication,15,2,M
2404,Unicellular_organism,15,2,M
2405,Microscope,1,3,M
2406,Cell_nucleus,1,3,M
2407,Organelle,1,3,M
2408,Egg_cell,1,3,M
2409,Protoplasm,1,3,M
2410,Molecules,1,3,M
2411,Osmosis,1,3,M
2412,Cell_membrane,2,3,M
2413,Prokaryote,2,3,M
2414,Mollicute,2,3,M
2415,Algae,2,3,M
2416,Fungus,2,3,M
2417,Eukaryote,2,3,M
2418,Plants,2,3,M
2419,Cytolysis,2,3,M
2420,Embryophyte,2,3,M
2421,Centrosome,3,3,M
2422,Organelle,3,3,M
2423,Cell-cycle,3,3,M
2424,Metazoa,3,3,M
2425,Eukaryote,3,3,M
2426,Fungus,3,3,M
2427,Plant,3,3,M
2428,Mitosis,3,3,M
2429,Protein,4,3,M
2430,Chemosynthesis,4,3,M
2431,Carbon_dioxide,4,3,M
2432,Methane,4,3,M
2433,Oxidation,4,3,M
2434,Hydrogen,4,3,M
2435,Hydrogen_sulfide,4,3,M
2436,Ferrous,4,3,M
2437,Photosynthesis,4,3,M
2438,Organism,5,3,M
2439,Carbon_dioxide,5,3,M
2440,Proteobacteria,5,3,M
2441,Pigment,6,3,M
2442,Mesosomes,6,3,M
2443,Cyanobacteria,6,3,M
2444,Chloroplast,6,3,M
2445,Plant,6,3,M
2446,Photosynthesis,6,3,M
2447,Light,6,3,M
2448,Carbon_dioxide,7,3,M
2449,Oxygen,7,3,M
2450,Light_energy,7,3,M
2451,Cytosine,7,3,M
2452,DNA,7,3,M
2453,Adenine,8,3,M
2454,Guanine,8,3,M
2455,Thymine,8,3,M
2456,Uracil,8,3,M
2457,Pyrimidine,8,3,M
2458,Heterocyclic,8,3,M
2459,Aromatic_ring,8,3,M
2460,Amine,8,3,M
2461,Neurotransmission,9,3,M
2462,Neuron,9,3,M
2463,Axon,9,3,M
2464,Synapses,9,3,M
2465,Synapse,9,3,M
2466,Action_potentials,9,3,M
2467,Dendritic_spines,9,3,M
2468,Electric_charge,10,3,M
2469,Membrane_potential,10,3,M
2470,Action_potential,10,3,M
2471,Sodium,10,3,M
2472,Ion,10,3,M
2473,Cation,10,3,M
2474,Anion,10,3,M
2475,Resting_potential,10,3,M
2476,Ion,10,3,M
2477,Cell_adhesion,11,3,M
2478,Cell_junction,11,3,M
2479,Cell_membrane,11,3,M
2480,Cardiac_muscle,11,3,M
2481,Urinary_bladder,11,3,M
2482,Gastrointestinal_wall,11,3,M
2483,Epithelium,11,3,M
2484,Giulio_Bizzozero,11,3,M
2485,Classical_compound,11,3,M
2486,Cytoskeletal,12,3,M
2487,Motor_protein,12,3,M
2488,Microtubule,12,3,M
2489,Biological_cell,12,3,M
2490,Adenosine_triphosphate,12,3,M
2491,Mechanical_work,12,3,M
2492,Intracellular_transport,12,3,M
2493,Mitosis,12,3,M
2494,Cilia,12,3,M
2495,Flagella,12,3,M
2496,Kinesin,12,3,M
2497,Primary_production,13,3,M
2498,Trophic_level,13,3,M
2499,Ecosystem,13,3,M
2500,Autotroph,13,3,M
2501,Food_chain,13,3,M
2502,Calorimeter,13,3,M
2503,Primary_production,13,3,M
2504,Energy,13,3,M
2505,Food_chain,13,3,M
2506,Food_web,13,3,M
2507,Species,14,3,M
2508,Mass_extinction,14,3,M
2509,Pioneer_species,14,3,M
2510,Self-perpetuating,14,3,M
2511,Climax_community,14,3,M
2512,Lava_flow,14,3,M
2513,Landslide,14,3,M
2514,Logging,14,3,M
2515,Primary_succession,14,3,M
2516,Species,15,3,M
2517,Adaptation,15,3,M
2518,Phenotype,15,3,M
2519,Taxonomic_rank,15,3,M
2520,Mutation,15,3,M
2521,Panmictic,15,3,M
2522,Sexual_dimorphism,15,3,M
2523,Speciation,15,3,M
2524,Taxonomic_rank,15,3,M
2525,Bimodal_distribution,15,3,M
2526,Speciation,15,3,M
2527,Embryo,1,4,M
2528,Mesoderm,1,4,M
2529,Endoderm,1,4,M
2530,Nervous_system,1,4,M
2531,Epidermis,1,4,M
2532,Integumentary_system,1,4,M
2533,Vertebrate,1,4,M
2534,External_ectoderm,1,4,M
2535,Surface_ectoderm,1,4,M
2536,Neural_crest,1,4,M
2537,Body_temperature,2,4,M
2538,Metabolic,2,4,M
2539,Homeothermic,2,4,M
2540,Reptile,2,4,M
2541,Endothermy,2,4,M
2542,Metabolism,2,4,M
2543,Mesotherm,2,4,M
2544,Poikilotherm,2,4,M
2545,Homeothermy,2,4,M
2546,Endotherm,2,4,M
2547,Zygote,3,4,M
2548,Embryo,3,4,M
2549,Fertilization,3,4,M
2550,Egg_cell,3,4,M
2551,Arthropod,3,4,M
2552,Vertebrates,3,4,M
2553,Live-bearing_mammal,3,4,M
2554,Mollusca,3,4,M
2555,Scorpion,3,4,M
2556,Reptile,3,4,M
2557,Bird_egg,3,4,M
2558,Fertilisation,4,4,M
2559,Zygote,4,4,M
2560,Gamete,4,4,M
2561,Egg_cell,4,4,M
2562,Sperm,4,4,M
2563,Blastula,4,4,M
2564,Gastrulation,4,4,M
2565,Organogenesis,4,4,M
2566,Fetus,4,4,M
2567,Birth,4,4,M
2568,Ecological,5,4,M
2569,Species,5,4,M
2570,Evolution,5,4,M
2571,Eukaryotic,6,4,M
2572,Prokaryotic,6,4,M
2573,Konstantin_Mereschkowski,6,4,M
2574,Lynn_Margulis,6,4,M
2575,Organelle,6,4,M
2576,Symbiosis,6,4,M
2577,Bacteria,6,4,M
2578,Archaea,6,4,M
2579,Mitochondria,6,4,M
2580,Plastid,6,4,M
2581,Heritable,7,4,M
2582,Phenotype,7,4,M
2583,DNA_sequence,7,4,M
2584,Genetics,7,4,M
2585,Heredity,7,4,M
2586,Gene_expression,7,4,M
2587,Phenotypic_trait,7,4,M
2588,Genome,7,4,M
2589,Nucleotide_sequence,7,4,M
2590,DNA_methylation,7,4,M
2591,Heredity,8,4,M
2592,Phenotypic_trait,8,4,M
2593,Population,8,4,M
2594,Generation,8,4,M
2595,Gene_expression,8,4,M
2596,Gene,8,4,M
2597,Reproduction,8,4,M
2598,Mutation,8,4,M
2599,Genetic_recombination,8,4,M
2600,Cell_nucleus,9,4,M
2601,Eukaryotes,9,4,M
2602,Organelles,9,4,M
2603,Mitochondrion,9,4,M
2604,Chloroplast,9,4,M
2605,Virus,9,4,M
2606,Bacteria,9,4,M
2607,Cellular_respiration,9,4,M
2608,Photosynthesis,9,4,M
2609,Genes,9,4,M
2610,Mitochondria,9,4,M
2611,Metabolism,10,4,M
2612,Enzyme,10,4,M
2613,Carbohydrate,10,4,M
2614,Cellular_respiration,10,4,M
2615,Fermentation_in_food_processing,10,4,M
2616,Microorganism,10,4,M
2617,Adenosine_triphosphate,10,4,M
2618,Anaerobic_digestion,10,4,M
2619,Neolithic,10,4,M
2620,Lactic_acid,10,4,M
2621,Gametes,11,4,M
2622,Sexual_reproduction,11,4,M
2623,Double_fertilisation,11,4,M
2624,Angiosperms,11,4,M
2625,Haploid,11,4,M
2626,Polar_nuclei,11,4,M
2627,Triploid,11,4,M
2628,Endosperm,11,4,M
2629,Bacteria,12,4,M
2630,Eukaryotic,12,4,M
2631,Flagellate,12,4,M
2632,Organelle,12,4,M
2633,Archaea,12,4,M
2634,Archaellum,12,4,M
2635,Protein,12,4,M
2636,Flagellin,12,4,M
2637,Protein_family,13,4,M
2638,Molecular_switch,13,4,M
2639,Guanosine_diphosphate,13,4,M
2640,GTPase,13,4,M
2641,Monomeric,13,4,M
2642,Small_GTPase,13,4,M
2643,Heterotrimeric_G_protein,13,4,M
2644,Protein_complex,13,4,M
2645,G_alpha_subunit,13,4,M
2646,Protein_subunit,13,4,M
2647,Gene,14,4,M
2648,Genetic_information,14,4,M
2649,Population,14,4,M
2650,Species,14,4,M
2651,Genetic_diversity,14,4,M
2652,Genetic_diversity,14,4,M
2653,Inbreeding,14,4,M
2654,Population_bottleneck,14,4,M
2655,Extinction,14,4,M
2656,Genetic_drift,14,4,M
2657,Gene,15,4,M
2658,Allele,15,4,M
2659,Evolution,15,4,M
2660,Gene_flow,15,4,M
2661,Mutation,15,4,M
2662,Random_sample,15,4,M
2663,Genetic_linkage,15,4,M
2664,Genetics,1,5,M
2665,Phenotype,1,5,M
2666,Epigenetic,1,5,M
2667,Gene,1,5,M
2668,Homozygous,1,5,M
2669,Heterozygous,1,5,M
2670,Genotype-phenotype_distinction,1,5,M
2671,Asexual_reproduction,2,5,M
2672,Sexual_reproduction,2,5,M
2673,Organisms,2,5,M
2674,Genetic_information,2,5,M
2675,Species,2,5,M
2676,Evolution,2,5,M
2677,Natural_selection,2,5,M
2678,Genetics,2,5,M
2679,Eye_color,2,5,M
2680,Gene,2,5,M
2681,Genome,2,5,M
2682,Tunicata,3,5,M
2683,Pulmonate,3,5,M
2684,Opisthobranch,3,5,M
2685,Snails,3,5,M
2686,Earthworms,3,5,M
2687,Slug,3,5,M
2688,Vertebrates,3,5,M
2689,Ambiguous_genitalia,3,5,M
2690,Gonadal_mosaicism,3,5,M
2691,Gonochoristic,3,5,M
2692,Genetic_variation,4,5,M
2693,Genetic_drift,4,5,M
2694,Homozygosity,4,5,M
2695,Outcrossing,4,5,M
2696,Homozygous,4,5,M
2697,Recessive,4,5,M
2698,Alleles,4,5,M
2699,Organism,5,5,M
2700,Fungi,5,5,M
2701,Bacteria,5,5,M
2702,Protists,5,5,M
2703,Parasitic_plant,5,5,M
2704,Microorganisms,5,5,M
2705,Primary_nutritional_groups,5,5,M
2706,Food_chain,5,5,M
2707,Chemotroph,5,5,M
2708,Photoheterotroph,5,5,M
2709,Innate_immune_system,6,5,M
2710,Adaptive_immune_system,6,5,M
2711,Neutrophil,6,5,M
2712,Macrophage,6,5,M
2713,Monocyte,6,5,M
2714,Cytokine,6,5,M
2715,Dendritic_cell,6,5,M
2716,T_cell,6,5,M
2717,B_cell,6,5,M
2718,Antibody,6,5,M
2719,Protein,7,5,M
2720,Plasma_cell,7,5,M
2721,Immune_system,7,5,M
2722,Pathogen,7,5,M
2723,Pathogenic_bacteria,7,5,M
2724,Viral_disease,7,5,M
2725,Antigen,7,5,M
2726,Fragment_antigen-binding,7,5,M
2727,Paratope,7,5,M
2728,Epitope,7,5,M
2729,Adaptive_immune_system,8,5,M
2730,Pharmaceutical_drug,8,5,M
2731,Antibiotic,8,5,M
2732,Antiviral_drug,8,5,M
2733,Antifungal_medication,8,5,M
2734,Antiprotozoal_agent,8,5,M
2735,Antihelminthic,8,5,M
2736,Medicine,8,5,M
2737,Infectious_disease_(medical_specialty),8,5,M
2738,Subclinical_infection,8,5,M
2739,Peptide_hormone,9,5,M
2740,Beta_cell,9,5,M
2741,Pancreatic_islets,9,5,M
2742,Anabolism,9,5,M
2743,Hormone,9,5,M
2744,Metabolism,9,5,M
2745,Protein,9,5,M
2746,Liver,9,5,M
2747,Signaling_protein,10,5,M
2748,Host_cells,10,5,M
2749,Virus,10,5,M
2750,Proteins,10,5,M
2751,Cytokine,10,5,M
2752,Immune_system,10,5,M
2753,Viral_replication,10,5,M
2754,Virus_infection,10,5,M
2755,Immune_cells,10,5,M
2756,Natural_killer_cell,10,5,M
2757,Egg_cell,11,5,M
2758,Sperm,11,5,M
2759,Sexual_reproduction,11,5,M
2760,Mammal,11,5,M
2761,Reptile,11,5,M
2762,Bird,11,5,M
2763,Fish,11,5,M
2764,Copulation,11,5,M
2765,Fertilization,11,5,M
2766,Cell_cycle,12,5,M
2767,Mitosis,12,5,M
2768,Metabolism,12,5,M
2769,Mitosis,12,5,M
2770,Cell_nucleus,12,5,M
2771,Prophase,12,5,M
2772,Mitosis,12,5,M
2773,Meiosis,12,5,M
2774,Somatic_cell,12,5,M
2775,Diploid,12,5,M
2776,Metamorphosis,13,5,M
2777,Adult,13,5,M
2778,Insect,13,5,M
2779,Amphibians,13,5,M
2780,Cnidarians,13,5,M
2781,Biological_life_cycle,13,5,M
2782,Caterpillar,13,5,M
2783,Butterfly,13,5,M
2784,Tadpoles,13,5,M
2785,Frogs,13,5,M
2786,Natural_selection,14,5,M
2787,The_Genetical_Theory_of_Natural_Selection,14,5,M
2788,Evolution,14,5,M
2789,Mathematics,14,5,M
2790,Population_genetics,14,5,M
2791,Modern_synthesis_(20th_century),14,5,M
2792,Gregor_Johann_Mendel,14,5,M
2793,Moravians,14,5,M
2794,Pisum_sativum,14,5,M
2795,Immune_system,15,5,M
2796,Infectious_disease,15,5,M
2797,Multipotent,15,5,M
2798,Bone_marrow,15,5,M
2799,Hematopoietic_stem_cell,15,5,M
2800,Blood,15,5,M
2801,Lymphatic_system,15,5,M
2802,Cell_nucleus,15,5,M
2803,Blood_cell,15,5,M
2804,Connective_tissue,1,6,M
2805,Bone,1,6,M
2806,Skeletal_system,1,6,M
2807,Human_body,1,6,M
2808,Periodontal_ligament_stem_cells,1,6,M
2809,Joint,1,6,M
2810,Tendon,1,6,M
2811,Muscle,1,6,M
2812,Articular_capsule,1,6,M
2813,Synovial_joint,1,6,M
2814,Evolution,2,6,M
2815,Species,2,6,M
2816,Microevolution,2,6,M
2817,Allele_frequency,2,6,M
2818,Speciation,2,6,M
